Range,Range Name,Chapter,Chapter Name,Section,Section Name,Subject,Subject Name,Level,Status,GitHub URL
060-069,Sustainable Energy Carrier Combustion Propulsion,060,General and Range Doctrine,060-900,Glossary and Controlled Vocabulary,060-900-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/060_General-and-Range-Doctrine/060-900_Glossary-and-Controlled-Vocabulary/060-900-500_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,060,General and Range Doctrine,060-900,Glossary and Controlled Vocabulary,060-900-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/060_General-and-Range-Doctrine/060-900_Glossary-and-Controlled-Vocabulary/060-900-600_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,060,General and Range Doctrine,060-900,Glossary and Controlled Vocabulary,060-900-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/060_General-and-Range-Doctrine/060-900_Glossary-and-Controlled-Vocabulary/060-900-700_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,060,General and Range Doctrine,060-900,Glossary and Controlled Vocabulary,060-900-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/060_General-and-Range-Doctrine/060-900_Glossary-and-Controlled-Vocabulary/060-900-800_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,060,General and Range Doctrine,060-900,Glossary and Controlled Vocabulary,060-900-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/060_General-and-Range-Doctrine/060-900_Glossary-and-Controlled-Vocabulary/060-900-900_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-000_General-Information
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-100_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-200_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-300_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-400_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-500_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-600_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-700_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-800_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-000,General Information,061-000-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-000_General-Information/061-000-900_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-000_General-Information
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-100_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-200_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-300_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-400_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-500_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-600_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-700_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-800_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-100,Engine Mounting and Structural Interfaces,061-100-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-100_Engine-Mounting-and-Structural-Interfaces/061-100-900_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-000_General-Information
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-100_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-200_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-300_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-400_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-500_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-600_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-700_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-800_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-200,Nacelle and Cowling Integration,061-200-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-200_Nacelle-and-Cowling-Integration/061-200-900_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-300,Firewalls and Zone Segregation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-300_Firewalls-and-Zone-Segregation
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-300,Firewalls and Zone Segregation,061-300-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-300_Firewalls-and-Zone-Segregation/061-300-000_General-Information
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-300,Firewalls and Zone Segregation,061-300-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-300_Firewalls-and-Zone-Segregation/061-300-100_Reserved
060-069,Sustainable Energy Carrier Combustion Propulsion,061,Powerplant Installation and Nacelle Integration,061-300,Firewalls and Zone Segregation,061-300-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/060-069_Sustainable-Energy-Carrier-Combustion-Propulsion/061_Powerplant-Installation-and-Nacelle-Integration/061-300_Firewalls-and-Zone-Segregation/061-300-200_Reserved
