Band Code,Band,Range Code,Range Name,Chapter Code,Chapter Name,Section Code,Section Number,Section Name,Section Folder,Repository Path,GitHub URL
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,030,Ice and Rain Protection,030-820,820,Super Large Droplet Ice Detector,030-820_Super-Large-Droplet-Ice-Detector,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/030_Ice-and-Rain-Protection/030-820_Super-Large-Droplet-Ice-Detector,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/030_Ice-and-Rain-Protection/030-820_Super-Large-Droplet-Ice-Detector
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,030,Ice and Rain Protection,030-900,900,Bleedless Energy Integrated Ice Protection,030-900_Bleedless-Energy-Integrated-Ice-Protection,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/030_Ice-and-Rain-Protection/030-900_Bleedless-Energy-Integrated-Ice-Protection,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/030_Ice-and-Rain-Protection/030-900_Bleedless-Energy-Integrated-Ice-Protection
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-000,000,General,031-000_General,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-000_General,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-000_General
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-100,100,Instrument and Control Panels,031-100_Instrument-and-Control-Panels,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-100_Instrument-and-Control-Panels,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-100_Instrument-and-Control-Panels
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-110,110,Main Panel,031-110_Main-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-110_Main-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-110_Main-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-120,120,Glareshield Panel,031-120_Glareshield-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-120_Glareshield-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-120_Glareshield-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-130,130,Lighting Panel,031-130_Lighting-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-130_Lighting-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-130_Lighting-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-140,140,Pedestal Panel,031-140_Pedestal-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-140_Pedestal-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-140_Pedestal-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-150,150,Overhead Panel,031-150_Overhead-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-150_Overhead-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-150_Overhead-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-160,160,Circuit Breaker Panel,031-160_Circuit-Breaker-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-160_Circuit-Breaker-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-160_Circuit-Breaker-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-170,170,Multifunction Panel,031-170_Multifunction-Panel,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-170_Multifunction-Panel,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-170_Multifunction-Panel
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-200,200,Independent Instruments,031-200_Independent-Instruments,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-200_Independent-Instruments,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-200_Independent-Instruments
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-210,210,Clock,031-210_Clock,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-210_Clock,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-210_Clock
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-220,220,Chronometer,031-220_Chronometer,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-220_Chronometer,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-220_Chronometer
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-300,300,Recorders,031-300_Recorders,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-300_Recorders,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-300_Recorders
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-310,310,Digital Voice Data Recorder,031-310_Digital-Voice-Data-Recorder,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-310_Digital-Voice-Data-Recorder,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-310_Digital-Voice-Data-Recorder
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-320,320,Quick Access Recorder,031-320_Quick-Access-Recorder,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-320_Quick-Access-Recorder,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-320_Quick-Access-Recorder
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-400,400,Central Computers,031-400_Central-Computers,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-400_Central-Computers,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-400_Central-Computers
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-410,410,Modular Avionics Unit,031-410_Modular-Avionics-Unit,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-410_Modular-Avionics-Unit,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-410_Modular-Avionics-Unit
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-420,420,ASCB Bus,031-420_ASCB-Bus,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-420_ASCB-Bus,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-420_ASCB-Bus
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-430,430,General Purpose A429 Bus,031-430_General-Purpose-A429-Bus,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-430_General-Purpose-A429-Bus,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-430_General-Purpose-A429-Bus
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-500,500,Central Warning,031-500_Central-Warning,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-500_Central-Warning,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-500_Central-Warning
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-510,510,Aural Warning,031-510_Aural-Warning,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-510_Aural-Warning,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-510_Aural-Warning
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-520,520,Master Warning Caution,031-520_Master-Warning-Caution,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-520_Master-Warning-Caution,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-520_Master-Warning-Caution
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-530,530,Visual Warning Function CAS,031-530_Visual-Warning-Function-CAS,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-530_Visual-Warning-Function-CAS,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-530_Visual-Warning-Function-CAS
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-600,600,Central Display,031-600_Central-Display,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-600_Central-Display,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-600_Central-Display
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-610,610,Displays,031-610_Displays,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-610_Displays,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-610_Displays
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-620,620,Cursor Control,031-620_Cursor-Control,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-620_Cursor-Control,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-620_Cursor-Control
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,031,Indicating and Recording Systems,031-900,900,Energy System Indicating and Recording,031-900_Energy-System-Indicating-and-Recording,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-900_Energy-System-Indicating-and-Recording,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/031_Indicating-and-Recording-Systems/031-900_Energy-System-Indicating-and-Recording
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-000,000,General Landing Gear,032-000-General-Landing-Gear,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-000-General-Landing-Gear,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-000-General-Landing-Gear
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-100,100,Main Landing Gear and Doors,032-100-Main-Landing-Gear-and-Doors,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-100-Main-Landing-Gear-and-Doors,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-100-Main-Landing-Gear-and-Doors
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-110,110,Main landing gear structure,032-110-Main-landing-gear-structure,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-110-Main-landing-gear-structure,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-110-Main-landing-gear-structure
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-120,120,Main landing gear doors,032-120-Main-landing-gear-doors,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-120-Main-landing-gear-doors,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-120-Main-landing-gear-doors
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-200,200,Nose Landing Gear and Doors,032-200-Nose-Landing-Gear-and-Doors,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-200-Nose-Landing-Gear-and-Doors,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-200-Nose-Landing-Gear-and-Doors
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-210,210,Nose landing gear structure,032-210-Nose-landing-gear-structure,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-210-Nose-landing-gear-structure,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-210-Nose-landing-gear-structure
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-220,220,Nose landing gear doors,032-220-Nose-landing-gear-doors,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-220-Nose-landing-gear-doors,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-220-Nose-landing-gear-doors
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-300,300,Extension and Retraction,032-300-Extension-and-Retraction,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-300-Extension-and-Retraction,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-300-Extension-and-Retraction
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-310,310,Main gear extension retraction electric EMA,032-310-Main-gear-extension-retraction-electric-EMA,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-310-Main-gear-extension-retraction-electric-EMA,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-310-Main-gear-extension-retraction-electric-EMA
000-099,S-ATLAS,030-039,Protection and Mechanical Systems,032,Landing Gear,032-320,320,Nose gear extension retraction electric EMA,032-320-Nose-gear-extension-retraction-electric-EMA,01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q+ATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-320-Nose-gear-extension-retraction-electric-EMA,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/030-039_Protection-and-Mechanical-Systems/032_Landing-Gear/032-320-Nose-gear-extension-retraction-electric-EMA
